classification,commenttext
REQUIREMENT,todo ordered list add right location!
REQUIREMENT,rank nodes depending level position hierarchy set weight achieve proper nodesequence layout rows exceeding maximum row width split standalone nodes available weight nodes determine columns todo weighting doesnt appear working intended multiple groups childrenspecializations get intermixed name order rather grouped parentgeneralization tfm
REQUIREMENT,todo tagged value name never trigger event
REQUIREMENT,tests copyhelper without using stereotypes test using tree objects pre model class_ nestedpackage interface_ attribute pre todo test doesnt match mdr implementation expects contents namespace copied disabled fixed run mdr euml tfm author bogdan
REQUIREMENT,todo correctly implement next function model subsystem issue
REQUIREMENT,todo code implementing method see issue mechanically integrated tfmorris may needs reviewedupdated author deckiendiyayan politechnic bandung computer departement method changing text message
REQUIREMENT,todo next part work?
REQUIREMENT,todo dont really want filled user cant double click compartment add new literal apparently gef thinks unfilled figs selectable border setfilledfalse
REQUIREMENT,todo cant global current language notationproviderfactorysetcurrentlanguagenewlanguage
REQUIREMENT,todo warn user removed something tfm
REQUIREMENT,visible likely deleted todo indicates fundamental problem investigated tfm
REQUIREMENT,fixme following throws orgargoumlmodelinvalidelementexception javaxjmireflectinvalidobjectexception object mofid longer exists applicabletagdefs tagdefcbmodelgetapplicabletagdefinitionsaclass assertnotnulltag definition wasnt found return value tagdefcbmodelgetapplicabletagdefinitionsaclass loading project teststereotypeutilityfindmodelelementnamed profilemothertag_definition_name_td applicabletagdefs
REQUIREMENT,todo gef needs pass us back description done
REQUIREMENT,make stretch vertically todo curbody must notify modification
REQUIREMENT,todo next line safe? happens one comment edge comment edge single message?
REQUIREMENT,todo considering delete events valid like going cause lots unecessary work problems
REQUIREMENT,else coordinate outside classifier role fix max classifier role fixme increase height classifier role dont???
REQUIREMENT,todo appears expect uml tag name appear property name event uml switch tagdefinitions wont work
REQUIREMENT,todo uml
REQUIREMENT,todo removed uml nonnls
REQUIREMENT,todo occurrence isconcurrent uml index page indexed
REQUIREMENT,todo works degree angles suboptimal angles reflect angle rather using negative offset along vector
REQUIREMENT,todo map uml names umlx names nonnls nonnls
REQUIREMENT,todo except wont work names different cause test checkumlmodelhelper fail remapputcorepermission corepackageimport
REQUIREMENT,doesnt work uml owner property needed!
REQUIREMENT,fixme fails current behavior appears intentional ie test wrong tfm assertnullthe profile stereotype named profilemotherstereotype_name_st shouldnt found findmodelelementfromnamespace stereotypeutilitygetavailablestereotypesaclass profilemotherstereotype_name_st profilemodel
REQUIREMENT,todo looks backwards left issue ?
REQUIREMENT,todo doesnt work collection elements modelgetfacadegetrootelements modelgetumlhelperdeletecollectionelements elements modelgetfacadegetrootelements asserttruefailed create clean environment elementsisempty
REQUIREMENT,todo issue proposed allow paclage return potential namespace commenting reviewed clearly accepted
REQUIREMENT,todo something might go wrong processing dont really want create model element user releases mouse place expected
REQUIREMENT,strange linkgetconnection returns collection list! bug compared uml standard imho mvw hence linkend added end instead
REQUIREMENT,todo synchronized required concurrent modification problems drawing call message automatically draw reply maybe fixing todo resolve synch go
REQUIREMENT,next lines case current namespace valid one course happen see project attached issue
REQUIREMENT,todo umlx event parameters todo treat objectflowstate doesnt exist anymore uml classifier
REQUIREMENT,todo ordered list add right location!
REQUIREMENT,appears gone uml
REQUIREMENT,todo work event arrives
REQUIREMENT,todo checking immediate siblings needs checking imported elements parents also taking account visibility
REQUIREMENT,work anymoreyet? since never figtext
REQUIREMENT,utility function localize given string help text show status bar argouml window function used favour inline call enable later improvements eg would possible show helpballoon todo work one matter possibly improve show multiple lines param given string localized shown
REQUIREMENT,todo monitor getting dismissed layout complete
REQUIREMENT,todo currently dont support perfig settings stuff use defaults given settings new diagramsettingsrendersettings
REQUIREMENT,todo yet working uml
REQUIREMENT,triggers warnings logs elements created without owner eresource null todo fix warning log would add eobject resource would looks like warn awteventqueue encountered deleted object delete
REQUIREMENT,todo shouldnt throw exception here?!?!
REQUIREMENT,todo algorithm ^ number nodes
REQUIREMENT,update attached node figures todo presumably happen add remove event
REQUIREMENT,fixme depends internal behavior xmireaderimpl needed solving issue
REQUIREMENT,todo allow adding models diagram issue
REQUIREMENT,todo update old new node this! issue old new uml namespaces event know nodes refresh? refresh? necessarily namespaces depending perspective
REQUIREMENT,todo building list index
REQUIREMENT,todo following removed selectall gets fixed
REQUIREMENT,fixme boundary condition end image nonintegral multiples buffer_height
REQUIREMENT,todo uml
REQUIREMENT,todo cant global current language notationproviderfactorysetcurrentlanguageoldlanguage
REQUIREMENT,xxx seems bug parser always requires context
REQUIREMENT,todo use modelgetmodelmanagementhelpergetpathlistmodelelement todo fail nested models
REQUIREMENT,visible likely deleted todo indicates fundamental problem investigated tfm
REQUIREMENT,todo information required notationsettings object
REQUIREMENT,parse transition description line formpre eventsignature guardcondition actionexpression pre interpreted special meaning eventsignature may one formatsul li changeevent whencondition li timeevent afterduration li callevent aparameterlist li signalevent string without ul remark uml standard make distinction syntax callevent signalevent may parameters simplicity userfriendliness chose distinction user wants parameters signalevent may add properties panels diagram alternative solution would create callevent default editing existing event change typep todo function fails eventsignature contains see issue cases problem past param trans transition object string applies param string parsed return transition object throws parseexception matching found
REQUIREMENT,todo whole block deleted issue resolved
REQUIREMENT,todo uml
REQUIREMENT,dirty fix issue needs amended start supporting parameters
REQUIREMENT,todo uml
REQUIREMENT,todo work! mvw modelgetfacadesetbodyexprguard modelgetfacadesetexpressiongexpr
REQUIREMENT,todo uml
REQUIREMENT,todo case properties panel updated changed expression!
REQUIREMENT,todo uml
REQUIREMENT,warning outputstream version doesnt work! tfm
REQUIREMENT,else coordinate outside classifier role fix max classifier role fixme increase height classifier role dont???
REQUIREMENT,warning gef implementation outputstream version method doesnt work tfm
REQUIREMENT,todo tests allinstances even though yet supported
REQUIREMENT,todo implemented euml
